primary,oxydb_mac_2020,genbank,genbank.1,number,mds_ies_db_2015
Contig20112.0v1,Contig20112.0v1,AMCR02030532,AMCR02030532.1,20112.0v1,
Contig20113.0,Contig20113.0,AMCR02030533,AMCR02030533.1,20113.0,OXYTRI_MAC_20113
Contig20113.0i1,Contig20113.0i1,AMCR02030534,AMCR02030534.1,20113.0i1,
Contig20113.0i1v1,Contig20113.0i1v1,AMCR02030535,AMCR02030535.1,20113.0i1v1,
Contig20114.0,Contig20114.0,AMCR02030536,AMCR02030536.1,20114.0,OXYTRI_MAC_20114
Contig20114.0v1,Contig20114.0v1,AMCR02030537,AMCR02030537.1,20114.0v1,
Contig20115.0,Contig20115.0,AMCR02030538,AMCR02030538.1,20115.0,OXYTRI_MAC_20115
Contig20115.0i1,Contig20115.0i1,AMCR02030539,AMCR02030539.1,20115.0i1,
Contig20116.0,Contig20116.0,AMCR02030540,AMCR02030540.1,20116.0,OXYTRI_MAC_20116
Contig20116.0v1,Contig20116.0v1,AMCR02030541,AMCR02030541.1,20116.0v1,
Contig20117.0,Contig20117.0,AMCR02030542,AMCR02030542.1,20117.0,OXYTRI_MAC_20117
Contig20117.0v1,Contig20117.0v1,AMCR02030543,AMCR02030543.1,20117.0v1,
Contig20117.0v2,Contig20117.0v2,AMCR02030544,AMCR02030544.1,20117.0v2,
Contig20118.0,Contig20118.0,AMCR02030545,AMCR02030545.1,20118.0,OXYTRI_MAC_20118
Contig20118.0v1,Contig20118.0v1,AMCR02030546,AMCR02030546.1,20118.0v1,
Contig20119.0,Contig20119.0,AMCR02030547,AMCR02030547.1,20119.0,OXYTRI_MAC_20119
Contig20119.0v1,Contig20119.0v1,AMCR02030548,AMCR02030548.1,20119.0v1,
Contig20120.0,Contig20120.0,AMCR02030549,AMCR02030549.1,20120.0,OXYTRI_MAC_20120
Contig20121.0,Contig20121.0,AMCR02030550,AMCR02030550.1,20121.0,OXYTRI_MAC_20121
Contig20121.0v2,Contig20121.0v2,AMCR02030551,AMCR02030551.1,20121.0v2,
Contig20122.0,Contig20122.0,AMCR02030552,AMCR02030552.1,20122.0,OXYTRI_MAC_20122
Contig20122.0i1,Contig20122.0i1,AMCR02030553,AMCR02030553.1,20122.0i1,
Contig20123.0,Contig20123.0,AMCR02030554,AMCR02030554.1,20123.0,OXYTRI_MAC_20123
Contig20123.0v1,Contig20123.0v1,AMCR02030555,AMCR02030555.1,20123.0v1,
Contig20124.0,Contig20124.0,AMCR02030556,AMCR02030556.1,20124.0,OXYTRI_MAC_20124
Contig20125.0.1,Contig20125.0.1,AMCR02030557,AMCR02030557.1,20125.0.1,OXYTRI_MAC_20125
Contig20125.0.1v1,Contig20125.0.1v1,AMCR02030558,AMCR02030558.1,20125.0.1v1,
Contig20126.0,Contig20126.0,AMCR02030559,AMCR02030559.1,20126.0,OXYTRI_MAC_20126
Contig20127.0,Contig20127.0,AMCR02030560,AMCR02030560.1,20127.0,OXYTRI_MAC_20127
Contig20128.0,Contig20128.0,AMCR02030561,AMCR02030561.1,20128.0,OXYTRI_MAC_20128
Contig20128.0i1,Contig20128.0i1,AMCR02030562,AMCR02030562.1,20128.0i1,
Contig20128.0i1v1,Contig20128.0i1v1,AMCR02030563,AMCR02030563.1,20128.0i1v1,
Contig20129.0,Contig20129.0,AMCR02030564,AMCR02030564.1,20129.0,OXYTRI_MAC_20129
Contig20129.0i1,Contig20129.0i1,AMCR02030565,AMCR02030565.1,20129.0i1,
Contig20129.0i1v1,Contig20129.0i1v1,AMCR02030566,AMCR02030566.1,20129.0i1v1,
Contig20129.0i1v2,Contig20129.0i1v2,AMCR02030567,AMCR02030567.1,20129.0i1v2,
Contig20129.0i1v3,Contig20129.0i1v3,AMCR02030568,AMCR02030568.1,20129.0i1v3,
Contig20130.0,Contig20130.0,AMCR02030569,AMCR02030569.1,20130.0,OXYTRI_MAC_20130
Contig20130.0v1,Contig20130.0v1,AMCR02030570,AMCR02030570.1,20130.0v1,
Contig20132.0,Contig20132.0,AMCR02030571,AMCR02030571.1,20132.0,OXYTRI_MAC_20132
Contig20132.0i1,Contig20132.0i1,AMCR02030572,AMCR02030572.1,20132.0i1,
Contig20132.0i1v1,Contig20132.0i1v1,AMCR02030573,AMCR02030573.1,20132.0i1v1,
Contig20133.0,Contig20133.0,AMCR02030574,AMCR02030574.1,20133.0,OXYTRI_MAC_20133
Contig20133.0v1,Contig20133.0v1,AMCR02030575,AMCR02030575.1,20133.0v1,
Contig20133.0v2,Contig20133.0v2,AMCR02030576,AMCR02030576.1,20133.0v2,
Contig20133.0i1,Contig20133.0i1,AMCR02030577,AMCR02030577.1,20133.0i1,
Contig20134.0,Contig20134.0,AMCR02030578,AMCR02030578.1,20134.0,OXYTRI_MAC_20134
Contig20136.0,Contig20136.0,AMCR02030579,AMCR02030579.1,20136.0,OXYTRI_MAC_20136
Contig20136.0v1,Contig20136.0v1,AMCR02030580,AMCR02030580.1,20136.0v1,
Contig20138.0,Contig20138.0,AMCR02030581,AMCR02030581.1,20138.0,OXYTRI_MAC_20138
Contig20138.0i1,Contig20138.0i1,AMCR02030582,AMCR02030582.1,20138.0i1,
Contig20138.0i2,Contig20138.0i2,AMCR02030583,AMCR02030583.1,20138.0i2,
Contig20139.0,Contig20139.0,AMCR02030584,AMCR02030584.1,20139.0,OXYTRI_MAC_20139
Contig20139.0v1,Contig20139.0v1,AMCR02030585,AMCR02030585.1,20139.0v1,
Contig20139.0v2,Contig20139.0v2,AMCR02030586,AMCR02030586.1,20139.0v2,
Contig20139.0v3,Contig20139.0v3,AMCR02030587,AMCR02030587.1,20139.0v3,
Contig20139.0v4,Contig20139.0v4,AMCR02030588,AMCR02030588.1,20139.0v4,
Contig20139.0v5,Contig20139.0v5,AMCR02030589,AMCR02030589.1,20139.0v5,
Contig20139.0v6,Contig20139.0v6,AMCR02030590,AMCR02030590.1,20139.0v6,
Contig20140.0,Contig20140.0,AMCR02030591,AMCR02030591.1,20140.0,OXYTRI_MAC_20140
Contig20141.0,Contig20141.0,AMCR02030592,AMCR02030592.1,20141.0,OXYTRI_MAC_20141
Contig20141.0v1,Contig20141.0v1,AMCR02030593,AMCR02030593.1,20141.0v1,
Contig20142.0,Contig20142.0,AMCR02030594,AMCR02030594.1,20142.0,OXYTRI_MAC_20142
Contig20142.0i1,Contig20142.0i1,AMCR02030595,AMCR02030595.1,20142.0i1,
Contig20142.0i1v1,Contig20142.0i1v1,AMCR02030596,AMCR02030596.1,20142.0i1v1,
Contig20142.0i2,Contig20142.0i2,AMCR02030597,AMCR02030597.1,20142.0i2,
Contig20143.0,Contig20143.0,AMCR02030598,AMCR02030598.1,20143.0,OXYTRI_MAC_20143
Contig20143.0v1,Contig20143.0v1,AMCR02030599,AMCR02030599.1,20143.0v1,
Contig20145.0,Contig20145.0,AMCR02030600,AMCR02030600.1,20145.0,OXYTRI_MAC_20145
Contig20146.0,Contig20146.0,AMCR02030601,AMCR02030601.1,20146.0,OXYTRI_MAC_20146
Contig20147.0,Contig20147.0,AMCR02030602,AMCR02030602.1,20147.0,OXYTRI_MAC_20147
Contig20147.0v1,Contig20147.0v1,AMCR02030603,AMCR02030603.1,20147.0v1,
Contig20148.0,Contig20148.0,AMCR02030604,AMCR02030604.1,20148.0,OXYTRI_MAC_20148
Contig20148.0v1,Contig20148.0v1,AMCR02030605,AMCR02030605.1,20148.0v1,
Contig20149.0,Contig20149.0,AMCR02030606,AMCR02030606.1,20149.0,OXYTRI_MAC_20149
Contig20152.0,Contig20152.0,AMCR02030607,AMCR02030607.1,20152.0,OXYTRI_MAC_20152
Contig20152.0i1,Contig20152.0i1,AMCR02030608,AMCR02030608.1,20152.0i1,
Contig20153.0.0,Contig20153.0.0,AMCR02030609,AMCR02030609.1,20153.0.0,OXYTRI_MAC_20153
Contig20153.0.0v2,Contig20153.0.0v2,AMCR02030610,AMCR02030610.1,20153.0.0v2,
Contig20154.0,Contig20154.0,AMCR02030611,AMCR02030611.1,20154.0,OXYTRI_MAC_20154
Contig20154.0v1,Contig20154.0v1,AMCR02030612,AMCR02030612.1,20154.0v1,
Contig20155.0.0,Contig20155.0.0,AMCR02030613,AMCR02030613.1,20155.0.0,
Contig20155.0.0i1,Contig20155.0.0i1,AMCR02030614,AMCR02030614.1,20155.0.0i1,
Contig20155.0.0i2,Contig20155.0.0i2,AMCR02030615,AMCR02030615.1,20155.0.0i2,
Contig20156.0,Contig20156.0,AMCR02030616,AMCR02030616.1,20156.0,OXYTRI_MAC_20156
Contig20156.0v1,Contig20156.0v1,AMCR02030617,AMCR02030617.1,20156.0v1,
Contig20157.0,Contig20157.0,AMCR02030618,AMCR02030618.1,20157.0,OXYTRI_MAC_20157
Contig20157.0v1,Contig20157.0v1,AMCR02030619,AMCR02030619.1,20157.0v1,
Contig20158.0,Contig20158.0,AMCR02030620,AMCR02030620.1,20158.0,OXYTRI_MAC_20158
Contig20158.0v1,Contig20158.0v1,AMCR02030621,AMCR02030621.1,20158.0v1,
Contig20160.0,Contig20160.0,AMCR02030622,AMCR02030622.1,20160.0,OXYTRI_MAC_20160
Contig20160.0v1,Contig20160.0v1,AMCR02030623,AMCR02030623.1,20160.0v1,
Contig20160.0v2,Contig20160.0v2,AMCR02030624,AMCR02030624.1,20160.0v2,
Contig20161.0,Contig20161.0,AMCR02030625,AMCR02030625.1,20161.0,OXYTRI_MAC_20161
Contig20161.0i1,Contig20161.0i1,AMCR02030626,AMCR02030626.1,20161.0i1,
Contig20162.0,Contig20162.0,AMCR02030627,AMCR02030627.1,20162.0,OXYTRI_MAC_20162
Contig20162.0i1,Contig20162.0i1,AMCR02030628,AMCR02030628.1,20162.0i1,
Contig20162.0i1v1,Contig20162.0i1v1,AMCR02030629,AMCR02030629.1,20162.0i1v1,
Contig20162.0i1v2,Contig20162.0i1v2,AMCR02030630,AMCR02030630.1,20162.0i1v2,
Contig20162.0i1v3,Contig20162.0i1v3,AMCR02030631,AMCR02030631.1,20162.0i1v3,
Contig20163.0,Contig20163.0,AMCR02030632,AMCR02030632.1,20163.0,OXYTRI_MAC_20163
Contig20163.0v1,Contig20163.0v1,AMCR02030633,AMCR02030633.1,20163.0v1,
Contig20163.0v2,Contig20163.0v2,AMCR02030634,AMCR02030634.1,20163.0v2,
Contig20164.0,Contig20164.0,AMCR02030635,AMCR02030635.1,20164.0,OXYTRI_MAC_20164
Contig20164.0i1,Contig20164.0i1,AMCR02030636,AMCR02030636.1,20164.0i1,
Contig20165.0,Contig20165.0,AMCR02030637,AMCR02030637.1,20165.0,OXYTRI_MAC_20165
Contig20165.0v1,Contig20165.0v1,AMCR02030638,AMCR02030638.1,20165.0v1,
Contig20166.0,Contig20166.0,AMCR02030639,AMCR02030639.1,20166.0,OXYTRI_MAC_20166
Contig20166.0v1,Contig20166.0v1,AMCR02030640,AMCR02030640.1,20166.0v1,
Contig20167.0,Contig20167.0,AMCR02030641,AMCR02030641.1,20167.0,OXYTRI_MAC_20167
Contig20167.0v1,Contig20167.0v1,AMCR02030642,AMCR02030642.1,20167.0v1,
Contig20167.0v2,Contig20167.0v2,AMCR02030643,AMCR02030643.1,20167.0v2,
Contig20168.0,Contig20168.0,AMCR02030644,AMCR02030644.1,20168.0,OXYTRI_MAC_20168
Contig20168.0v1,Contig20168.0v1,AMCR02030645,AMCR02030645.1,20168.0v1,
Contig20169.0,Contig20169.0,AMCR02030646,AMCR02030646.1,20169.0,OXYTRI_MAC_20169
Contig20169.0v1,Contig20169.0v1,AMCR02030647,AMCR02030647.1,20169.0v1,
Contig20170.0,Contig20170.0,AMCR02030648,AMCR02030648.1,20170.0,OXYTRI_MAC_20170
Contig20170.0v1,Contig20170.0v1,AMCR02030649,AMCR02030649.1,20170.0v1,
Contig20171.0,Contig20171.0,AMCR02030650,AMCR02030650.1,20171.0,OXYTRI_MAC_20171
Contig20171.0i1,Contig20171.0i1,AMCR02030651,AMCR02030651.1,20171.0i1,
Contig20172.0,Contig20172.0,AMCR02030652,AMCR02030652.1,20172.0,OXYTRI_MAC_20172
Contig20172.0v1,Contig20172.0v1,AMCR02030653,AMCR02030653.1,20172.0v1,
Contig20172.0v2,Contig20172.0v2,AMCR02030654,AMCR02030654.1,20172.0v2,
Contig20172.0v3,Contig20172.0v3,AMCR02030655,AMCR02030655.1,20172.0v3,
Contig20173.0,Contig20173.0,AMCR02030656,AMCR02030656.1,20173.0,OXYTRI_MAC_20173
Contig20173.0i1,Contig20173.0i1,AMCR02030657,AMCR02030657.1,20173.0i1,
Contig20174.0,Contig20174.0,AMCR02030658,AMCR02030658.1,20174.0,OXYTRI_MAC_20174
Contig20175.0,Contig20175.0,AMCR02030659,AMCR02030659.1,20175.0,OXYTRI_MAC_20175
Contig20175.0i1,Contig20175.0i1,AMCR02030660,AMCR02030660.1,20175.0i1,
Contig20175.0i1v1,Contig20175.0i1v1,AMCR02030661,AMCR02030661.1,20175.0i1v1,
Contig20176.0.0,Contig20176.0.0,AMCR02030662,AMCR02030662.1,20176.0.0,OXYTRI_MAC_20176
Contig20177.0.0,Contig20177.0.0,AMCR02030663,AMCR02030663.1,20177.0.0,OXYTRI_MAC_25394
Contig20177.0.0v1,Contig20177.0.0v1,AMCR02030664,AMCR02030664.1,20177.0.0v1,
Contig20177.0.0i1,Contig20177.0.0i1,AMCR02030665,AMCR02030665.1,20177.0.0i1,
Contig20177.0.0i2,Contig20177.0.0i2,AMCR02030666,AMCR02030666.1,20177.0.0i2,
Contig20179.0,Contig20179.0,AMCR02030667,AMCR02030667.1,20179.0,OXYTRI_MAC_20179
Contig20179.0v2,Contig20179.0v2,AMCR02030668,AMCR02030668.1,20179.0v2,
Contig20180.0,Contig20180.0,AMCR02030669,AMCR02030669.1,20180.0,OXYTRI_MAC_20180
Contig20181.0,Contig20181.0,AMCR02030670,AMCR02030670.1,20181.0,OXYTRI_MAC_20181
Contig20182.0,Contig20182.0,AMCR02030671,AMCR02030671.1,20182.0,OXYTRI_MAC_20182
Contig20182.0i1,Contig20182.0i1,AMCR02030672,AMCR02030672.1,20182.0i1,
Contig20182.0i2,Contig20182.0i2,AMCR02030673,AMCR02030673.1,20182.0i2,
Contig20183.0,Contig20183.0,AMCR02030674,AMCR02030674.1,20183.0,OXYTRI_MAC_20183
Contig20185.0,Contig20185.0,AMCR02030675,AMCR02030675.1,20185.0,OXYTRI_MAC_20185
Contig20185.0i1,Contig20185.0i1,AMCR02030676,AMCR02030676.1,20185.0i1,
Contig20185.0i1v1,Contig20185.0i1v1,AMCR02030677,AMCR02030677.1,20185.0i1v1,
Contig20186.0,Contig20186.0,AMCR02030678,AMCR02030678.1,20186.0,OXYTRI_MAC_20186
Contig20186.0v1,Contig20186.0v1,AMCR02030679,AMCR02030679.1,20186.0v1,
Contig20187.0,Contig20187.0,AMCR02030680,AMCR02030680.1,20187.0,OXYTRI_MAC_20187
Contig20189.0,Contig20189.0,AMCR02030681,AMCR02030681.1,20189.0,OXYTRI_MAC_20189
Contig20190.0,Contig20190.0,AMCR02030682,AMCR02030682.1,20190.0,OXYTRI_MAC_20190
Contig20190.0v1,Contig20190.0v1,AMCR02030683,AMCR02030683.1,20190.0v1,
Contig20190.0v2,Contig20190.0v2,AMCR02030684,AMCR02030684.1,20190.0v2,
Contig20192.0,Contig20192.0,AMCR02030685,AMCR02030685.1,20192.0,OXYTRI_MAC_20192
Contig20193.0,Contig20193.0,AMCR02030686,AMCR02030686.1,20193.0,OXYTRI_MAC_20193
Contig20193.0v1,Contig20193.0v1,AMCR02030687,AMCR02030687.1,20193.0v1,
Contig20194.0,Contig20194.0,AMCR02030688,AMCR02030688.1,20194.0,OXYTRI_MAC_20194
Contig20195.0,Contig20195.0,AMCR02030689,AMCR02030689.1,20195.0,OXYTRI_MAC_20195
Contig20196.0.0,Contig20196.0.0,AMCR02030690,AMCR02030690.1,20196.0.0,OXYTRI_MAC_20196
Contig20196.0.0v1,Contig20196.0.0v1,AMCR02030691,AMCR02030691.1,20196.0.0v1,
Contig20197.0,Contig20197.0,AMCR02030692,AMCR02030692.1,20197.0,OXYTRI_MAC_20197
Contig20198.0,Contig20198.0,AMCR02030693,AMCR02030693.1,20198.0,OXYTRI_MAC_20198
Contig20198.0v1,Contig20198.0v1,AMCR02030694,AMCR02030694.1,20198.0v1,
Contig20200.0,Contig20200.0,AMCR02030695,AMCR02030695.1,20200.0,OXYTRI_MAC_20200
Contig20200.0v1,Contig20200.0v1,AMCR02030696,AMCR02030696.1,20200.0v1,
Contig20200.0v2,Contig20200.0v2,AMCR02030697,AMCR02030697.1,20200.0v2,
Contig20203.0.0,Contig20203.0.0,AMCR02030698,AMCR02030698.1,20203.0.0,
Contig20203.0.0v1,Contig20203.0.0v1,AMCR02030699,AMCR02030699.1,20203.0.0v1,
Contig20204.0,Contig20204.0,AMCR02030700,AMCR02030700.1,20204.0,OXYTRI_MAC_20204
Contig20204.0i1,Contig20204.0i1,AMCR02030701,AMCR02030701.1,20204.0i1,
Contig20205.0,Contig20205.0,AMCR02030702,AMCR02030702.1,20205.0,OXYTRI_MAC_20205
Contig20205.0v1,Contig20205.0v1,AMCR02030703,AMCR02030703.1,20205.0v1,
Contig20208.0,Contig20208.0,AMCR02030704,AMCR02030704.1,20208.0,OXYTRI_MAC_20208
Contig20208.0v1,Contig20208.0v1,AMCR02030705,AMCR02030705.1,20208.0v1,
Contig20209.0,Contig20209.0,AMCR02030706,AMCR02030706.1,20209.0,OXYTRI_MAC_20209
Contig20210.0,Contig20210.0,AMCR02030707,AMCR02030707.1,20210.0,OXYTRI_MAC_20210
Contig20210.0v1,Contig20210.0v1,AMCR02030708,AMCR02030708.1,20210.0v1,
Contig20210.0v2,Contig20210.0v2,AMCR02030709,AMCR02030709.1,20210.0v2,
Contig20211.0,Contig20211.0,AMCR02030710,AMCR02030710.1,20211.0,OXYTRI_MAC_20211
Contig20211.0v1,Contig20211.0v1,AMCR02030711,AMCR02030711.1,20211.0v1,
Contig20212.0,Contig20212.0,AMCR02030712,AMCR02030712.1,20212.0,OXYTRI_MAC_20212
Contig20212.0v1,Contig20212.0v1,AMCR02030713,AMCR02030713.1,20212.0v1,
Contig20213.0,Contig20213.0,AMCR02030714,AMCR02030714.1,20213.0,OXYTRI_MAC_20213
Contig20213.0i1,Contig20213.0i1,AMCR02030715,AMCR02030715.1,20213.0i1,
Contig20213.0i1v1,Contig20213.0i1v1,AMCR02030716,AMCR02030716.1,20213.0i1v1,
Contig20213.0i1v2,Contig20213.0i1v2,AMCR02030717,AMCR02030717.1,20213.0i1v2,
Contig20214.0,Contig20214.0,AMCR02030718,AMCR02030718.1,20214.0,OXYTRI_MAC_20214
Contig20214.0v1,Contig20214.0v1,AMCR02030719,AMCR02030719.1,20214.0v1,
Contig20215.0,Contig20215.0,AMCR02030720,AMCR02030720.1,20215.0,OXYTRI_MAC_20215
Contig20215.0i1,Contig20215.0i1,AMCR02030721,AMCR02030721.1,20215.0i1,
Contig20215.0i1v1,Contig20215.0i1v1,AMCR02030722,AMCR02030722.1,20215.0i1v1,
Contig20216.0,Contig20216.0,AMCR02030723,AMCR02030723.1,20216.0,OXYTRI_MAC_20216
Contig20216.0v1,Contig20216.0v1,AMCR02030724,AMCR02030724.1,20216.0v1,
Contig20217.0,Contig20217.0,AMCR02030725,AMCR02030725.1,20217.0,OXYTRI_MAC_20217
Contig20217.0v1,Contig20217.0v1,AMCR02030726,AMCR02030726.1,20217.0v1,
Contig20217.0v2,Contig20217.0v2,AMCR02030727,AMCR02030727.1,20217.0v2,
Contig20218.0,Contig20218.0,AMCR02030728,AMCR02030728.1,20218.0,OXYTRI_MAC_20218
Contig20219.0,Contig20219.0,AMCR02030729,AMCR02030729.1,20219.0,OXYTRI_MAC_20219
Contig20219.0v1,Contig20219.0v1,AMCR02030730,AMCR02030730.1,20219.0v1,
Contig20220.0,Contig20220.0,AMCR02030731,AMCR02030731.1,20220.0,OXYTRI_MAC_20220
Contig20220.0v1,Contig20220.0v1,AMCR02030732,AMCR02030732.1,20220.0v1,
Contig20221.0,Contig20221.0,AMCR02030733,AMCR02030733.1,20221.0,OXYTRI_MAC_20221
Contig20221.0v1,Contig20221.0v1,AMCR02030734,AMCR02030734.1,20221.0v1,
Contig20222.0.1,Contig20222.0.1,AMCR02030735,AMCR02030735.1,20222.0.1,OXYTRI_MAC_20222
Contig20222.0.1v1,Contig20222.0.1v1,AMCR02030736,AMCR02030736.1,20222.0.1v1,
Contig20223.0,Contig20223.0,AMCR02030737,AMCR02030737.1,20223.0,OXYTRI_MAC_20223
Contig20224.0.1,Contig20224.0.1,AMCR02030738,AMCR02030738.1,20224.0.1,OXYTRI_MAC_20224
Contig20224.0.1v1,Contig20224.0.1v1,AMCR02030739,AMCR02030739.1,20224.0.1v1,
Contig20224.0.1i1,Contig20224.0.1i1,AMCR02030740,AMCR02030740.1,20224.0.1i1,
Contig20225.0,Contig20225.0,AMCR02030741,AMCR02030741.1,20225.0,OXYTRI_MAC_20225
Contig20225.0v1,Contig20225.0v1,AMCR02030742,AMCR02030742.1,20225.0v1,
Contig20225.0v2,Contig20225.0v2,AMCR02030743,AMCR02030743.1,20225.0v2,
Contig20225.0i1,Contig20225.0i1,AMCR02030744,AMCR02030744.1,20225.0i1,
Contig20226.0,Contig20226.0,AMCR02030745,AMCR02030745.1,20226.0,OXYTRI_MAC_20226
Contig20226.0i1,Contig20226.0i1,AMCR02030746,AMCR02030746.1,20226.0i1,
Contig20226.0i1v1,Contig20226.0i1v1,AMCR02030747,AMCR02030747.1,20226.0i1v1,
Contig20227.0,Contig20227.0,AMCR02030748,AMCR02030748.1,20227.0,OXYTRI_MAC_20227
Contig20228.0,Contig20228.0,AMCR02030749,AMCR02030749.1,20228.0,OXYTRI_MAC_20228
Contig20229.0.0,Contig20229.0.0,AMCR02030750,AMCR02030750.1,20229.0.0,OXYTRI_MAC_20229
Contig20229.0.0v1,Contig20229.0.0v1,AMCR02030751,AMCR02030751.1,20229.0.0v1,
Contig20229.0.0v2,Contig20229.0.0v2,AMCR02030752,AMCR02030752.1,20229.0.0v2,
Contig20231.0,Contig20231.0,AMCR02030753,AMCR02030753.1,20231.0,OXYTRI_MAC_20231
Contig20231.0v1,Contig20231.0v1,AMCR02030754,AMCR02030754.1,20231.0v1,
Contig20232.0,Contig20232.0,AMCR02030755,AMCR02030755.1,20232.0,OXYTRI_MAC_20232
Contig20232.0v1,Contig20232.0v1,AMCR02030756,AMCR02030756.1,20232.0v1,
Contig20232.0i1,Contig20232.0i1,AMCR02030757,AMCR02030757.1,20232.0i1,
Contig20233.0,Contig20233.0,AMCR02030758,AMCR02030758.1,20233.0,OXYTRI_MAC_20233
Contig20233.0i1,Contig20233.0i1,AMCR02030759,AMCR02030759.1,20233.0i1,
Contig20233.0i2,Contig20233.0i2,AMCR02030760,AMCR02030760.1,20233.0i2,
Contig20234.0,Contig20234.0,AMCR02030761,AMCR02030761.1,20234.0,OXYTRI_MAC_20234
Contig20234.0v1,Contig20234.0v1,AMCR02030762,AMCR02030762.1,20234.0v1,
Contig20235.0,Contig20235.0,AMCR02030763,AMCR02030763.1,20235.0,OXYTRI_MAC_20235
Contig20235.0v1,Contig20235.0v1,AMCR02030764,AMCR02030764.1,20235.0v1,
Contig20236.0,Contig20236.0,AMCR02030765,AMCR02030765.1,20236.0,OXYTRI_MAC_20236
Contig20237.0,Contig20237.0,AMCR02030766,AMCR02030766.1,20237.0,OXYTRI_MAC_20237
Contig20237.0v1,Contig20237.0v1,AMCR02030767,AMCR02030767.1,20237.0v1,
Contig20237.0v2,Contig20237.0v2,AMCR02030768,AMCR02030768.1,20237.0v2,
Contig20238.0,Contig20238.0,AMCR02030769,AMCR02030769.1,20238.0,OXYTRI_MAC_20238
Contig20238.0i1,Contig20238.0i1,AMCR02030770,AMCR02030770.1,20238.0i1,
Contig20238.0i1v1,Contig20238.0i1v1,AMCR02030771,AMCR02030771.1,20238.0i1v1,
Contig20239.0.0,Contig20239.0.0,AMCR02030772,AMCR02030772.1,20239.0.0,OXYTRI_MAC_20239
Contig20239.0.0i1,Contig20239.0.0i1,AMCR02030773,AMCR02030773.1,20239.0.0i1,
Contig20239.0.0i1v1,Contig20239.0.0i1v1,AMCR02030774,AMCR02030774.1,20239.0.0i1v1,
Contig20240.0,Contig20240.0,AMCR02030775,AMCR02030775.1,20240.0,OXYTRI_MAC_20240
Contig20240.0i1,Contig20240.0i1,AMCR02030776,AMCR02030776.1,20240.0i1,
Contig20241.0,Contig20241.0,AMCR02030777,AMCR02030777.1,20241.0,OXYTRI_MAC_20241
Contig20241.0v1,Contig20241.0v1,AMCR02030778,AMCR02030778.1,20241.0v1,
Contig20242.0,Contig20242.0,AMCR02030779,AMCR02030779.1,20242.0,OXYTRI_MAC_20242
Contig20242.0v1,Contig20242.0v1,AMCR02030780,AMCR02030780.1,20242.0v1,
Contig20243.0,Contig20243.0,AMCR02030781,AMCR02030781.1,20243.0,OXYTRI_MAC_20243
Contig20243.0v1,Contig20243.0v1,AMCR02030782,AMCR02030782.1,20243.0v1,
Contig20243.0i1,Contig20243.0i1,AMCR02030783,AMCR02030783.1,20243.0i1,
Contig20244.0,Contig20244.0,AMCR02030784,AMCR02030784.1,20244.0,OXYTRI_MAC_20244
Contig20245.0,Contig20245.0,AMCR02030785,AMCR02030785.1,20245.0,OXYTRI_MAC_20245
Contig20245.0i1v1,Contig20245.0i1v1,AMCR02030786,AMCR02030786.1,20245.0i1v1,
Contig20245.0i1,Contig20245.0i1,AMCR02030787,AMCR02030787.1,20245.0i1,
Contig20246.0,Contig20246.0,AMCR02030788,AMCR02030788.1,20246.0,OXYTRI_MAC_20246
Contig20246.0v1,Contig20246.0v1,AMCR02030789,AMCR02030789.1,20246.0v1,
Contig20247.0,Contig20247.0,AMCR02030790,AMCR02030790.1,20247.0,OXYTRI_MAC_20247
Contig20248.0.0,Contig20248.0.0,AMCR02030791,AMCR02030791.1,20248.0.0,OXYTRI_MAC_20248
Contig20248.0.0v1,Contig20248.0.0v1,AMCR02030792,AMCR02030792.1,20248.0.0v1,
Contig20249.0,Contig20249.0,AMCR02030793,AMCR02030793.1,20249.0,OXYTRI_MAC_20249
Contig20249.0i1,Contig20249.0i1,AMCR02030794,AMCR02030794.1,20249.0i1,
Contig20249.0i2,Contig20249.0i2,AMCR02030795,AMCR02030795.1,20249.0i2,
Contig20249.0i3,Contig20249.0i3,AMCR02030796,AMCR02030796.1,20249.0i3,
Contig20249.0i4,Contig20249.0i4,AMCR02030797,AMCR02030797.1,20249.0i4,
Contig20250.0,Contig20250.0,AMCR02030798,AMCR02030798.1,20250.0,OXYTRI_MAC_20250
Contig20251.0,Contig20251.0,AMCR02030799,AMCR02030799.1,20251.0,OXYTRI_MAC_20251
Contig20251.0v1,Contig20251.0v1,AMCR02030800,AMCR02030800.1,20251.0v1,
Contig20251.0v2,Contig20251.0v2,AMCR02030801,AMCR02030801.1,20251.0v2,
Contig20251.0v3,Contig20251.0v3,AMCR02030802,AMCR02030802.1,20251.0v3,
Contig20251.0i1,Contig20251.0i1,AMCR02030803,AMCR02030803.1,20251.0i1,
Contig20252.0,Contig20252.0,AMCR02030804,AMCR02030804.1,20252.0,OXYTRI_MAC_20252
Contig20252.0i1,Contig20252.0i1,AMCR02030805,AMCR02030805.1,20252.0i1,
Contig20252.0i1v1,Contig20252.0i1v1,AMCR02030806,AMCR02030806.1,20252.0i1v1,
Contig20252.0i1v2,Contig20252.0i1v2,AMCR02030807,AMCR02030807.1,20252.0i1v2,
Contig20252.0i1v3,Contig20252.0i1v3,AMCR02030808,AMCR02030808.1,20252.0i1v3,
Contig20252.0i1v4,Contig20252.0i1v4,AMCR02030809,AMCR02030809.1,20252.0i1v4,
