primary,oxydb_mac_2012,number,mds_ies_db_2015
Contig17387.0,Contig17387.0,17387.0,OXYTRI_MAC_17387
Contig17388.0,Contig17388.0,17388.0,OXYTRI_MAC_17388
Contig17389.0,Contig17389.0,17389.0,OXYTRI_MAC_17389
Contig16388.0,Contig16388.0,16388.0,OXYTRI_MAC_16388
Contig16382.0,Contig16382.0,16382.0,OXYTRI_MAC_16382
Contig16381.0.0,Contig16381.0.0,16381.0.0,OXYTRI_MAC_16381
Contig16387.0,Contig16387.0,16387.0,OXYTRI_MAC_16387
Contig16385.0,Contig16385.0,16385.0,OXYTRI_MAC_16385
Contig9957.0,Contig9957.0,9957.0,OXYTRI_MAC_9957
Contig9956.0,Contig9956.0,9956.0,OXYTRI_MAC_9956
Contig9955.0,Contig9955.0,9955.0,OXYTRI_MAC_9955
Contig9953.0,Contig9953.0,9953.0,OXYTRI_MAC_9953
Contig9950.0,Contig9950.0,9950.0,OXYTRI_MAC_9950
Contig9959.0,Contig9959.0,9959.0,OXYTRI_MAC_9959
Contig9958.0.0,Contig9958.0.0,9958.0.0,OXYTRI_MAC_12432
Contig10385.0,Contig10385.0,10385.0,OXYTRI_MAC_10385
Contig14439.0,Contig14439.0,14439.0,OXYTRI_MAC_14439
Contig14438.0.1,Contig14438.0.1,14438.0.1,OXYTRI_MAC_14438
Contig14437.0,Contig14437.0,14437.0,OXYTRI_MAC_14437
Contig14435.0.0,Contig14435.0.0,14435.0.0,OXYTRI_MAC_14435
Contig14434.0,Contig14434.0,14434.0,OXYTRI_MAC_14434
Contig14433.0.1,Contig14433.0.1,14433.0.1,OXYTRI_MAC_14433
Contig14432.0,Contig14432.0,14432.0,OXYTRI_MAC_14432
Contig14431.0,Contig14431.0,14431.0,OXYTRI_MAC_14431
Contig14430.0.0,Contig14430.0.0,14430.0.0,OXYTRI_MAC_14430
Contig3811.0,Contig3811.0,3811.0,OXYTRI_MAC_3811
Contig3813.0,Contig3813.0,3813.0,OXYTRI_MAC_3813
Contig3814.0,Contig3814.0,3814.0,OXYTRI_MAC_3814
Contig3816.0.0,Contig3816.0.0,3816.0.0,OXYTRI_MAC_3816
Contig3817.0,Contig3817.0,3817.0,OXYTRI_MAC_3817
Contig14381.0,Contig14381.0,14381.0,OXYTRI_MAC_14381
Contig14380.0,Contig14380.0,14380.0,OXYTRI_MAC_14380
Contig14383.0,Contig14383.0,14383.0,OXYTRI_MAC_14383
Contig14382.0,Contig14382.0,14382.0,OXYTRI_MAC_14382
Contig14385.0,Contig14385.0,14385.0,OXYTRI_MAC_14385
Contig14384.0,Contig14384.0,14384.0,OXYTRI_MAC_14384
Contig14387.0,Contig14387.0,14387.0,OXYTRI_MAC_14387
Contig14386.0.2,Contig14386.0.2,14386.0.2,
Contig14389.0,Contig14389.0,14389.0,OXYTRI_MAC_14389
Contig6435.0,Contig6435.0,6435.0,OXYTRI_MAC_6435
Contig6434.0,Contig6434.0,6434.0,OXYTRI_MAC_6434
Contig6437.0,Contig6437.0,6437.0,OXYTRI_MAC_6437
Contig6430.0,Contig6430.0,6430.0,OXYTRI_MAC_6430
Contig6433.0,Contig6433.0,6433.0,OXYTRI_MAC_6433
Contig6432.0,Contig6432.0,6432.0,OXYTRI_MAC_6432
Contig6439.0.1,Contig6439.0.1,6439.0.1,OXYTRI_MAC_6439
Contig6438.0,Contig6438.0,6438.0,OXYTRI_MAC_6438
Contig2538.0,Contig2538.0,2538.0,OXYTRI_MAC_2538
Contig2539.0,Contig2539.0,2539.0,OXYTRI_MAC_2539
Contig2530.0,Contig2530.0,2530.0,OXYTRI_MAC_2530
Contig2531.0,Contig2531.0,2531.0,OXYTRI_MAC_2531
Contig2532.0,Contig2532.0,2532.0,OXYTRI_MAC_2532
Contig2533.0,Contig2533.0,2533.0,OXYTRI_MAC_2533
Contig2534.0,Contig2534.0,2534.0,OXYTRI_MAC_2534
Contig2535.0,Contig2535.0,2535.0,OXYTRI_MAC_2535
Contig2536.0,Contig2536.0,2536.0,OXYTRI_MAC_2536
Contig2537.0,Contig2537.0,2537.0,OXYTRI_MAC_2537
Contig5168.0,Contig5168.0,5168.0,OXYTRI_MAC_5168
Contig5169.0,Contig5169.0,5169.0,OXYTRI_MAC_5169
Contig5162.0,Contig5162.0,5162.0,OXYTRI_MAC_5162
Contig5161.0,Contig5161.0,5161.0,OXYTRI_MAC_5161
Contig5166.0,Contig5166.0,5166.0,OXYTRI_MAC_5166
Contig5167.0,Contig5167.0,5167.0,OXYTRI_MAC_5167
Contig5164.0,Contig5164.0,5164.0,OXYTRI_MAC_5164
Contig5165.0,Contig5165.0,5165.0,OXYTRI_MAC_5165
Contig609.0,Contig609.0,609.0,OXYTRI_MAC_609
Contig603.0,Contig603.0,603.0,
Contig602.0,Contig602.0,602.0,
Contig601.0,Contig601.0,601.0,OXYTRI_MAC_601
Contig600.0,Contig600.0,600.0,OXYTRI_MAC_600
Contig606.0.0,Contig606.0.0,606.0.0,OXYTRI_MAC_606
Contig605.0,Contig605.0,605.0,OXYTRI_MAC_605
Contig604.0,Contig604.0,604.0,OXYTRI_MAC_604
Contig11261.0,Contig11261.0,11261.0,OXYTRI_MAC_11261
Contig11260.0,Contig11260.0,11260.0,OXYTRI_MAC_11260
Contig11262.0,Contig11262.0,11262.0,OXYTRI_MAC_11262
Contig11264.0,Contig11264.0,11264.0,OXYTRI_MAC_11264
Contig11267.0,Contig11267.0,11267.0,OXYTRI_MAC_11267
Contig11269.0,Contig11269.0,11269.0,OXYTRI_MAC_11269
Contig11268.0,Contig11268.0,11268.0,OXYTRI_MAC_11268
Contig17146.0,Contig17146.0,17146.0,OXYTRI_MAC_17146
Contig17147.0,Contig17147.0,17147.0,OXYTRI_MAC_17147
Contig17144.0,Contig17144.0,17144.0,OXYTRI_MAC_17144
Contig17145.0,Contig17145.0,17145.0,OXYTRI_MAC_17145
Contig17142.0,Contig17142.0,17142.0,OXYTRI_MAC_17142
Contig17143.0,Contig17143.0,17143.0,OXYTRI_MAC_17143
Contig17140.0,Contig17140.0,17140.0,OXYTRI_MAC_17140
Contig17141.0,Contig17141.0,17141.0,OXYTRI_MAC_17141
Contig17148.0,Contig17148.0,17148.0,OXYTRI_MAC_17148
Contig17149.0,Contig17149.0,17149.0,OXYTRI_MAC_17149
Contig22810.0,Contig22810.0,22810.0,OXYTRI_MAC_22810
Contig22811.0,Contig22811.0,22811.0,OXYTRI_MAC_22811
Contig22813.0,Contig22813.0,22813.0,OXYTRI_MAC_22813
Contig22814.0,Contig22814.0,22814.0,OXYTRI_MAC_22814
Contig22815.0,Contig22815.0,22815.0,OXYTRI_MAC_22815
Contig22816.0.0,Contig22816.0.0,22816.0.0,OXYTRI_MAC_22816
Contig22818.0,Contig22818.0,22818.0,OXYTRI_MAC_22818
Contig22819.0,Contig22819.0,22819.0,OXYTRI_MAC_22819
Contig7281.0,Contig7281.0,7281.0,OXYTRI_MAC_7281
Contig7280.0,Contig7280.0,7280.0,OXYTRI_MAC_7280
Contig7283.0,Contig7283.0,7283.0,OXYTRI_MAC_7283
Contig7282.0,Contig7282.0,7282.0,OXYTRI_MAC_7282
Contig7285.0,Contig7285.0,7285.0,OXYTRI_MAC_7285
Contig7284.0,Contig7284.0,7284.0,OXYTRI_MAC_7284
Contig7287.0,Contig7287.0,7287.0,OXYTRI_MAC_7287
Contig7286.0,Contig7286.0,7286.0,OXYTRI_MAC_7286
Contig7289.0,Contig7289.0,7289.0,OXYTRI_MAC_7289
Contig7288.0,Contig7288.0,7288.0,
Contig11847.0,Contig11847.0,11847.0,OXYTRI_MAC_11847
Contig11846.0,Contig11846.0,11846.0,OXYTRI_MAC_11846
Contig11841.0,Contig11841.0,11841.0,OXYTRI_MAC_11841
Contig11840.0,Contig11840.0,11840.0,OXYTRI_MAC_11840
Contig11843.0,Contig11843.0,11843.0,OXYTRI_MAC_11843
Contig11842.0,Contig11842.0,11842.0,OXYTRI_MAC_11842
Contig20559.0,Contig20559.0,20559.0,OXYTRI_MAC_20559
Contig20558.0,Contig20558.0,20558.0,OXYTRI_MAC_20558
Contig20557.0,Contig20557.0,20557.0,OXYTRI_MAC_20557
Contig20556.0,Contig20556.0,20556.0,OXYTRI_MAC_20556
Contig20554.0,Contig20554.0,20554.0,OXYTRI_MAC_20554
Contig20553.0,Contig20553.0,20553.0,OXYTRI_MAC_20553
Contig20551.0,Contig20551.0,20551.0,OXYTRI_MAC_20551
Contig20550.0,Contig20550.0,20550.0,OXYTRI_MAC_20550
Contig6888.0,Contig6888.0,6888.0,OXYTRI_MAC_6888
Contig6889.0.1,Contig6889.0.1,6889.0.1,OXYTRI_MAC_6889
Contig6884.0,Contig6884.0,6884.0,OXYTRI_MAC_6884
Contig6885.0,Contig6885.0,6885.0,OXYTRI_MAC_6885
Contig6886.0,Contig6886.0,6886.0,OXYTRI_MAC_6886
Contig6887.0,Contig6887.0,6887.0,OXYTRI_MAC_6887
Contig6880.0,Contig6880.0,6880.0,OXYTRI_MAC_6880
Contig6881.0,Contig6881.0,6881.0,OXYTRI_MAC_6881
Contig6882.0,Contig6882.0,6882.0,OXYTRI_MAC_6882
Contig6883.0,Contig6883.0,6883.0,OXYTRI_MAC_6883
Contig21730.0,Contig21730.0,21730.0,OXYTRI_MAC_21730
Contig21732.0,Contig21732.0,21732.0,OXYTRI_MAC_21732
Contig21734.0,Contig21734.0,21734.0,OXYTRI_MAC_21734
Contig21735.0,Contig21735.0,21735.0,OXYTRI_MAC_21735
Contig21736.0,Contig21736.0,21736.0,OXYTRI_MAC_21736
Contig21737.0,Contig21737.0,21737.0,OXYTRI_MAC_21737
Contig21738.0,Contig21738.0,21738.0,OXYTRI_MAC_21738
Contig21739.0,Contig21739.0,21739.0,OXYTRI_MAC_21739
Contig19458.0,Contig19458.0,19458.0,OXYTRI_MAC_19458
Contig19456.0,Contig19456.0,19456.0,OXYTRI_MAC_19456
Contig19457.0,Contig19457.0,19457.0,OXYTRI_MAC_19457
Contig19455.0,Contig19455.0,19455.0,OXYTRI_MAC_19455
Contig19452.0,Contig19452.0,19452.0,OXYTRI_MAC_19452
Contig19453.0,Contig19453.0,19453.0,OXYTRI_MAC_19453
Contig19450.0,Contig19450.0,19450.0,OXYTRI_MAC_19450
Contig19451.0,Contig19451.0,19451.0,OXYTRI_MAC_19451
Contig971.0,Contig971.0,971.0,OXYTRI_MAC_971
Contig970.0,Contig970.0,970.0,OXYTRI_MAC_970
Contig15174.0,Contig15174.0,15174.0,OXYTRI_MAC_15174
Contig15177.0,Contig15177.0,15177.0,OXYTRI_MAC_15177
Contig15176.0,Contig15176.0,15176.0,OXYTRI_MAC_15176
Contig15171.0,Contig15171.0,15171.0,OXYTRI_MAC_15171
Contig15170.0,Contig15170.0,15170.0,OXYTRI_MAC_15170
Contig15173.0,Contig15173.0,15173.0,OXYTRI_MAC_15173
Contig15172.0,Contig15172.0,15172.0,OXYTRI_MAC_15172
Contig975.0,Contig975.0,975.0,OXYTRI_MAC_975
Contig21414.0,Contig21414.0,21414.0,OXYTRI_MAC_21414
Contig21417.0,Contig21417.0,21417.0,OXYTRI_MAC_21417
Contig976.0,Contig976.0,976.0,OXYTRI_MAC_976
Contig17995.0,Contig17995.0,17995.0,OXYTRI_MAC_17995
Contig17994.0,Contig17994.0,17994.0,OXYTRI_MAC_17994
Contig17997.0,Contig17997.0,17997.0,OXYTRI_MAC_17997
Contig17996.0,Contig17996.0,17996.0,OXYTRI_MAC_17996
Contig17991.0,Contig17991.0,17991.0,OXYTRI_MAC_17991
Contig17990.0,Contig17990.0,17990.0,OXYTRI_MAC_17990
Contig17993.0,Contig17993.0,17993.0,OXYTRI_MAC_17993
Contig17992.0,Contig17992.0,17992.0,OXYTRI_MAC_17992
Contig17999.0,Contig17999.0,17999.0,OXYTRI_MAC_17999
Contig17998.0,Contig17998.0,17998.0,OXYTRI_MAC_17998
Contig11625.0,Contig11625.0,11625.0,OXYTRI_MAC_11625
Contig11624.0,Contig11624.0,11624.0,OXYTRI_MAC_11624
Contig22047.0,Contig22047.0,22047.0,OXYTRI_MAC_22047
Contig22046.0,Contig22046.0,22046.0,OXYTRI_MAC_22046
Contig22045.0,Contig22045.0,22045.0,OXYTRI_MAC_22045
Contig22044.0,Contig22044.0,22044.0,OXYTRI_MAC_22044
Contig22043.0,Contig22043.0,22043.0,OXYTRI_MAC_22043
Contig22042.0,Contig22042.0,22042.0,OXYTRI_MAC_22042
Contig22041.0,Contig22041.0,22041.0,OXYTRI_MAC_22041
Contig22040.0,Contig22040.0,22040.0,OXYTRI_MAC_22040
Contig22048.0,Contig22048.0,22048.0,OXYTRI_MAC_22048
Contig16484.0,Contig16484.0,16484.0,OXYTRI_MAC_16484
Contig16485.0,Contig16485.0,16485.0,OXYTRI_MAC_16485
Contig16486.0,Contig16486.0,16486.0,OXYTRI_MAC_16486
Contig16487.0,Contig16487.0,16487.0,OXYTRI_MAC_16487
Contig16480.0,Contig16480.0,16480.0,OXYTRI_MAC_16480
Contig16482.0,Contig16482.0,16482.0,OXYTRI_MAC_16482
Contig16488.0,Contig16488.0,16488.0,OXYTRI_MAC_16488
Contig16489.0,Contig16489.0,16489.0,OXYTRI_MAC_16489
Contig10679.0,Contig10679.0,10679.0,OXYTRI_MAC_10679
Contig18465.0,Contig18465.0,18465.0,OXYTRI_MAC_18465
Contig18466.0,Contig18466.0,18466.0,OXYTRI_MAC_18466
Contig18467.0,Contig18467.0,18467.0,OXYTRI_MAC_18467
Contig18460.0,Contig18460.0,18460.0,OXYTRI_MAC_18460
Contig18461.0,Contig18461.0,18461.0,OXYTRI_MAC_18461
Contig15289.0,Contig15289.0,15289.0,OXYTRI_MAC_15289
Contig15288.0,Contig15288.0,15288.0,OXYTRI_MAC_15288
Contig10671.0,Contig10671.0,10671.0,OXYTRI_MAC_10671
Contig10670.0,Contig10670.0,10670.0,OXYTRI_MAC_10670
Contig10673.0,Contig10673.0,10673.0,OXYTRI_MAC_10673
Contig15284.0,Contig15284.0,15284.0,OXYTRI_MAC_15284
Contig18468.0,Contig18468.0,18468.0,OXYTRI_MAC_18468
Contig10677.0,Contig10677.0,10677.0,OXYTRI_MAC_10677
Contig15280.0,Contig15280.0,15280.0,OXYTRI_MAC_15280
Contig11108.0,Contig11108.0,11108.0,OXYTRI_MAC_11108
Contig11109.0,Contig11109.0,11109.0,OXYTRI_MAC_11109
Contig16738.0,Contig16738.0,16738.0,OXYTRI_MAC_16738
Contig11100.0,Contig11100.0,11100.0,OXYTRI_MAC_11100
Contig11101.0,Contig11101.0,11101.0,OXYTRI_MAC_11101
Contig16734.0,Contig16734.0,16734.0,OXYTRI_MAC_16734
Contig11103.0,Contig11103.0,11103.0,OXYTRI_MAC_11103
Contig11104.0,Contig11104.0,11104.0,OXYTRI_MAC_11104
Contig16733.0,Contig16733.0,16733.0,OXYTRI_MAC_16733
Contig11106.0,Contig11106.0,11106.0,OXYTRI_MAC_11106
Contig11107.0,Contig11107.0,11107.0,OXYTRI_MAC_11107
Contig8079.0,Contig8079.0,8079.0,OXYTRI_MAC_8079
Contig8073.0,Contig8073.0,8073.0,OXYTRI_MAC_8073
Contig8071.0,Contig8071.0,8071.0,
Contig8070.0,Contig8070.0,8070.0,OXYTRI_MAC_5472
Contig8077.0,Contig8077.0,8077.0,OXYTRI_MAC_8077
Contig8076.0,Contig8076.0,8076.0,OXYTRI_MAC_8076
Contig8075.0,Contig8075.0,8075.0,OXYTRI_MAC_8075
Contig15829.0,Contig15829.0,15829.0,OXYTRI_MAC_15829
Contig15828.0,Contig15828.0,15828.0,OXYTRI_MAC_15828
Contig15823.0,Contig15823.0,15823.0,OXYTRI_MAC_15823
Contig15822.0,Contig15822.0,15822.0,OXYTRI_MAC_15822
Contig15821.0,Contig15821.0,15821.0,OXYTRI_MAC_15821
Contig15820.0,Contig15820.0,15820.0,OXYTRI_MAC_15820
Contig15827.0,Contig15827.0,15827.0,OXYTRI_MAC_15827
Contig15826.0,Contig15826.0,15826.0,OXYTRI_MAC_15826
Contig15825.0,Contig15825.0,15825.0,OXYTRI_MAC_15825
Contig15824.0,Contig15824.0,15824.0,OXYTRI_MAC_15824
Contig19339.0,Contig19339.0,19339.0,OXYTRI_MAC_19339
Contig19338.0,Contig19338.0,19338.0,OXYTRI_MAC_19338
Contig19333.0,Contig19333.0,19333.0,OXYTRI_MAC_19333
Contig19332.0,Contig19332.0,19332.0,OXYTRI_MAC_19332
Contig19331.0,Contig19331.0,19331.0,OXYTRI_MAC_19331
Contig19330.0,Contig19330.0,19330.0,OXYTRI_MAC_19330
Contig19337.0,Contig19337.0,19337.0,OXYTRI_MAC_19337
Contig19336.0,Contig19336.0,19336.0,OXYTRI_MAC_19336
Contig19335.0,Contig19335.0,19335.0,OXYTRI_MAC_19335
Contig19334.0,Contig19334.0,19334.0,OXYTRI_MAC_19334
Contig17469.0,Contig17469.0,17469.0,OXYTRI_MAC_17469
Contig17468.0,Contig17468.0,17468.0,OXYTRI_MAC_17468
Contig17465.0,Contig17465.0,17465.0,OXYTRI_MAC_17465
Contig17464.0,Contig17464.0,17464.0,OXYTRI_MAC_17464
Contig17467.0,Contig17467.0,17467.0,OXYTRI_MAC_17467
Contig17466.0,Contig17466.0,17466.0,OXYTRI_MAC_17466
Contig17461.0,Contig17461.0,17461.0,OXYTRI_MAC_17461
Contig17460.0,Contig17460.0,17460.0,OXYTRI_MAC_17460
Contig17463.0,Contig17463.0,17463.0,OXYTRI_MAC_17463
Contig17462.0,Contig17462.0,17462.0,OXYTRI_MAC_17462
Contig2738.0,Contig2738.0,2738.0,OXYTRI_MAC_2738
Contig2739.0,Contig2739.0,2739.0,OXYTRI_MAC_2739
Contig2736.0,Contig2736.0,2736.0,OXYTRI_MAC_2736
Contig2737.0,Contig2737.0,2737.0,OXYTRI_MAC_2737
Contig2734.0,Contig2734.0,2734.0,OXYTRI_MAC_2734
Contig2735.0,Contig2735.0,2735.0,OXYTRI_MAC_2735
Contig2732.0,Contig2732.0,2732.0,OXYTRI_MAC_2732
Contig2733.0,Contig2733.0,2733.0,OXYTRI_MAC_2733
Contig2730.0,Contig2730.0,2730.0,OXYTRI_MAC_2730
Contig2731.0,Contig2731.0,2731.0,OXYTRI_MAC_2731
Contig9852.0,Contig9852.0,9852.0,OXYTRI_MAC_9852
Contig9853.0,Contig9853.0,9853.0,OXYTRI_MAC_9853
Contig9850.0,Contig9850.0,9850.0,OXYTRI_MAC_9850
Contig9851.0,Contig9851.0,9851.0,OXYTRI_MAC_9851
Contig9856.0,Contig9856.0,9856.0,OXYTRI_MAC_9856
Contig9857.0,Contig9857.0,9857.0,OXYTRI_MAC_9857
Contig9854.0,Contig9854.0,9854.0,OXYTRI_MAC_9854
Contig9858.0,Contig9858.0,9858.0,OXYTRI_MAC_9858
Contig9859.0,Contig9859.0,9859.0,OXYTRI_MAC_9859
Contig2080.0.0,Contig2080.0.0,2080.0.0,OXYTRI_MAC_2080
Contig2080.0.1,Contig2080.0.1,2080.0.1,OXYTRI_MAC_26471
Contig2082.0,Contig2082.0,2082.0,OXYTRI_MAC_2082
Contig2083.0,Contig2083.0,2083.0,OXYTRI_MAC_2083
Contig2084.0,Contig2084.0,2084.0,OXYTRI_MAC_2084
Contig2085.0,Contig2085.0,2085.0,OXYTRI_MAC_2085
Contig2086.0,Contig2086.0,2086.0,OXYTRI_MAC_2086
Contig2087.0,Contig2087.0,2087.0,OXYTRI_MAC_2087
Contig2088.0,Contig2088.0,2088.0,OXYTRI_MAC_2088
Contig2089.0.1,Contig2089.0.1,2089.0.1,OXYTRI_MAC_2089
Contig4367.0,Contig4367.0,4367.0,OXYTRI_MAC_4367
Contig4366.0,Contig4366.0,4366.0,OXYTRI_MAC_4366
Contig4365.0,Contig4365.0,4365.0,OXYTRI_MAC_4365
Contig4363.0,Contig4363.0,4363.0,OXYTRI_MAC_4363
Contig4362.0,Contig4362.0,4362.0,OXYTRI_MAC_4362
Contig4361.0,Contig4361.0,4361.0,OXYTRI_MAC_4361
Contig4369.0,Contig4369.0,4369.0,OXYTRI_MAC_24991
Contig4368.0,Contig4368.0,4368.0,OXYTRI_MAC_4368
Contig8815.0,Contig8815.0,8815.0,OXYTRI_MAC_8815
Contig8814.0,Contig8814.0,8814.0,OXYTRI_MAC_8814
Contig8817.0,Contig8817.0,8817.0,OXYTRI_MAC_8817
Contig8816.0,Contig8816.0,8816.0,OXYTRI_MAC_8816
Contig8811.0.0,Contig8811.0.0,8811.0.0,OXYTRI_MAC_8811
Contig8810.0.1,Contig8810.0.1,8810.0.1,OXYTRI_MAC_8810
Contig8813.0,Contig8813.0,8813.0,OXYTRI_MAC_8813
Contig8812.0,Contig8812.0,8812.0,OXYTRI_MAC_8812
Contig9334.0,Contig9334.0,9334.0,OXYTRI_MAC_9334
Contig8818.0,Contig8818.0,8818.0,
Contig7046.0.0,Contig7046.0.0,7046.0.0,
Contig7045.0,Contig7045.0,7045.0,OXYTRI_MAC_7045
Contig7042.0,Contig7042.0,7042.0,
Contig7040.0,Contig7040.0,7040.0,OXYTRI_MAC_7040
Contig7049.0,Contig7049.0,7049.0,OXYTRI_MAC_24933
Contig7048.0,Contig7048.0,7048.0,OXYTRI_MAC_7048
Contig13759.0,Contig13759.0,13759.0,OXYTRI_MAC_13759
Contig13758.0,Contig13758.0,13758.0,OXYTRI_MAC_13758
Contig13755.0,Contig13755.0,13755.0,OXYTRI_MAC_13755
Contig13754.0,Contig13754.0,13754.0,OXYTRI_MAC_13754
Contig13753.0,Contig13753.0,13753.0,OXYTRI_MAC_13753
Contig13752.0,Contig13752.0,13752.0,OXYTRI_MAC_13752
Contig13751.0,Contig13751.0,13751.0,OXYTRI_MAC_13751
Contig13750.0,Contig13750.0,13750.0,OXYTRI_MAC_13750
Contig7955.0,Contig7955.0,7955.0,OXYTRI_MAC_7955
Contig7954.0,Contig7954.0,7954.0,OXYTRI_MAC_7954
Contig7957.0,Contig7957.0,7957.0,OXYTRI_MAC_7957
Contig7951.0,Contig7951.0,7951.0,OXYTRI_MAC_7951
Contig7950.0,Contig7950.0,7950.0,OXYTRI_MAC_7950
Contig7953.0,Contig7953.0,7953.0,OXYTRI_MAC_7953
Contig7952.0,Contig7952.0,7952.0,OXYTRI_MAC_7952
Contig7958.0.0,Contig7958.0.0,7958.0.0,OXYTRI_MAC_16263
Contig7958.0.1,Contig7958.0.1,7958.0.1,OXYTRI_MAC_24773
Contig5034.0,Contig5034.0,5034.0,OXYTRI_MAC_5034
Contig5035.0,Contig5035.0,5035.0,OXYTRI_MAC_5035
Contig49.0,Contig49.0,49.0,OXYTRI_MAC_49
Contig40.0,Contig40.0,40.0,OXYTRI_MAC_40
Contig41.0,Contig41.0,41.0,OXYTRI_MAC_41
Contig43.0,Contig43.0,43.0,
Contig44.0,Contig44.0,44.0,OXYTRI_MAC_44
Contig45.0,Contig45.0,45.0,OXYTRI_MAC_45
Contig46.0,Contig46.0,46.0,OXYTRI_MAC_46
Contig47.0,Contig47.0,47.0,OXYTRI_MAC_47
Contig14190.0,Contig14190.0,14190.0,OXYTRI_MAC_14190
Contig14191.0,Contig14191.0,14191.0,OXYTRI_MAC_14191
Contig14192.0,Contig14192.0,14192.0,OXYTRI_MAC_14192
Contig14193.0.0,Contig14193.0.0,14193.0.0,OXYTRI_MAC_14193
Contig14194.0,Contig14194.0,14194.0,OXYTRI_MAC_14194
Contig14195.0,Contig14195.0,14195.0,OXYTRI_MAC_14195
Contig14196.0,Contig14196.0,14196.0,OXYTRI_MAC_14196
Contig14197.0,Contig14197.0,14197.0,OXYTRI_MAC_14197
Contig14198.0,Contig14198.0,14198.0,OXYTRI_MAC_14198
Contig14199.0,Contig14199.0,14199.0,OXYTRI_MAC_14199
Contig6600.0,Contig6600.0,6600.0,OXYTRI_MAC_16184
Contig6601.0,Contig6601.0,6601.0,OXYTRI_MAC_9623
Contig6606.0,Contig6606.0,6606.0,OXYTRI_MAC_6606
Contig6607.0,Contig6607.0,6607.0,OXYTRI_MAC_6607
Contig6604.0.0,Contig6604.0.0,6604.0.0,OXYTRI_MAC_6604
Contig6605.0,Contig6605.0,6605.0,OXYTRI_MAC_6605
Contig5559.0,Contig5559.0,5559.0,OXYTRI_MAC_5559
Contig5558.0,Contig5558.0,5558.0,OXYTRI_MAC_5558
Contig5557.0,Contig5557.0,5557.0,OXYTRI_MAC_5557
Contig5556.0,Contig5556.0,5556.0,OXYTRI_MAC_5556
Contig5555.0,Contig5555.0,5555.0,OXYTRI_MAC_5555
Contig5554.0,Contig5554.0,5554.0,OXYTRI_MAC_5554
Contig5553.0,Contig5553.0,5553.0,OXYTRI_MAC_5553
Contig5552.0,Contig5552.0,5552.0,OXYTRI_MAC_5552
Contig4608.0,Contig4608.0,4608.0,OXYTRI_MAC_4608
Contig4609.0,Contig4609.0,4609.0,OXYTRI_MAC_4609
Contig4604.0,Contig4604.0,4604.0,OXYTRI_MAC_4604
Contig4605.0,Contig4605.0,4605.0,OXYTRI_MAC_4605
Contig4606.0,Contig4606.0,4606.0,OXYTRI_MAC_4606
Contig4607.0.2,Contig4607.0.2,4607.0.2,OXYTRI_MAC_4607
Contig4600.0,Contig4600.0,4600.0,OXYTRI_MAC_4600
Contig4601.0,Contig4601.0,4601.0,OXYTRI_MAC_4601
Contig4602.0,Contig4602.0,4602.0,OXYTRI_MAC_4602
Contig4603.0,Contig4603.0,4603.0,OXYTRI_MAC_4603
Contig1074.0,Contig1074.0,1074.0,OXYTRI_MAC_1074
Contig1075.0,Contig1075.0,1075.0,
Contig1076.0,Contig1076.0,1076.0,OXYTRI_MAC_26472
Contig1070.0,Contig1070.0,1070.0,OXYTRI_MAC_1070
Contig1071.0,Contig1071.0,1071.0,OXYTRI_MAC_1071
Contig1072.0,Contig1072.0,1072.0,OXYTRI_MAC_1072
Contig1078.0,Contig1078.0,1078.0,OXYTRI_MAC_1078
Contig1079.0,Contig1079.0,1079.0,OXYTRI_MAC_1079
Contig5032.0,Contig5032.0,5032.0,OXYTRI_MAC_5032
Contig1389.0,Contig1389.0,1389.0,OXYTRI_MAC_26473
Contig1384.0,Contig1384.0,1384.0,OXYTRI_MAC_1384
Contig1385.0,Contig1385.0,1385.0,OXYTRI_MAC_6653
Contig1382.0.2,Contig1382.0.2,1382.0.2,OXYTRI_MAC_1382
Contig1380.0,Contig1380.0,1380.0,OXYTRI_MAC_1380
Contig1381.0,Contig1381.0,1381.0,OXYTRI_MAC_7428
Contig10479.0,Contig10479.0,10479.0,OXYTRI_MAC_10479
Contig10478.0,Contig10478.0,10478.0,OXYTRI_MAC_10478
Contig10477.0,Contig10477.0,10477.0,OXYTRI_MAC_10477
Contig10476.0,Contig10476.0,10476.0,OXYTRI_MAC_10476
Contig10475.0,Contig10475.0,10475.0,OXYTRI_MAC_10475
Contig10474.0,Contig10474.0,10474.0,OXYTRI_MAC_10474
Contig10473.0,Contig10473.0,10473.0,OXYTRI_MAC_10473
Contig10472.0,Contig10472.0,10472.0,OXYTRI_MAC_10472
Contig10471.0,Contig10471.0,10471.0,OXYTRI_MAC_10471
Contig10470.0,Contig10470.0,10470.0,OXYTRI_MAC_10470
Contig16138.0,Contig16138.0,16138.0,OXYTRI_MAC_16138
Contig16139.0,Contig16139.0,16139.0,OXYTRI_MAC_16139
Contig16134.0,Contig16134.0,16134.0,OXYTRI_MAC_16134
Contig16136.0,Contig16136.0,16136.0,OXYTRI_MAC_16136
Contig16137.0,Contig16137.0,16137.0,OXYTRI_MAC_16137
Contig16130.0,Contig16130.0,16130.0,OXYTRI_MAC_16130
Contig16131.0,Contig16131.0,16131.0,OXYTRI_MAC_16131
Contig16132.0.1,Contig16132.0.1,16132.0.1,OXYTRI_MAC_16132
