primary,oxydb_mic_2014,mds_ies_db_2015,genbank,genbank.1,number
OXYTRI_MIC_75201,ctg7180000075201,OXYTRI_MIC_75201,ARYC01007344,ARYC01007344.1,75201
OXYTRI_MIC_75202,ctg7180000075202,OXYTRI_MIC_75202,ARYC01007345,ARYC01007345.1,75202
OXYTRI_MIC_75203,ctg7180000075203,OXYTRI_MIC_75203,ARYC01007346,ARYC01007346.1,75203
OXYTRI_MIC_75205,ctg7180000075205,OXYTRI_MIC_75205,ARYC01007347,ARYC01007347.1,75205
OXYTRI_MIC_75206,ctg7180000075206,OXYTRI_MIC_75206,ARYC01007348,ARYC01007348.1,75206
OXYTRI_MIC_75207,ctg7180000075207,OXYTRI_MIC_75207,ARYC01007349,ARYC01007349.1,75207
OXYTRI_MIC_75208,ctg7180000075208,OXYTRI_MIC_75208,ARYC01007350,ARYC01007350.1,75208
OXYTRI_MIC_75209,ctg7180000075209,OXYTRI_MIC_75209,ARYC01007351,ARYC01007351.1,75209
OXYTRI_MIC_75210,ctg7180000075210,OXYTRI_MIC_75210,ARYC01007352,ARYC01007352.1,75210
OXYTRI_MIC_75211,ctg7180000075211,OXYTRI_MIC_75211,ARYC01007353,ARYC01007353.1,75211
OXYTRI_MIC_75212,ctg7180000075212,OXYTRI_MIC_75212,ARYC01007354,ARYC01007354.1,75212
OXYTRI_MIC_75213,ctg7180000075213,OXYTRI_MIC_75213,ARYC01007355,ARYC01007355.1,75213
OXYTRI_MIC_75214,ctg7180000075214,OXYTRI_MIC_75214,ARYC01007356,ARYC01007356.1,75214
OXYTRI_MIC_75215,ctg7180000075215,OXYTRI_MIC_75215,ARYC01007357,ARYC01007357.1,75215
OXYTRI_MIC_75216,ctg7180000075216,OXYTRI_MIC_75216,ARYC01007358,ARYC01007358.1,75216
OXYTRI_MIC_75217,ctg7180000075217,OXYTRI_MIC_75217,ARYC01007359,ARYC01007359.1,75217
OXYTRI_MIC_75218,ctg7180000075218,OXYTRI_MIC_75218,ARYC01007360,ARYC01007360.1,75218
OXYTRI_MIC_75219,ctg7180000075219,OXYTRI_MIC_75219,ARYC01007361,ARYC01007361.1,75219
OXYTRI_MIC_75220,ctg7180000075220,OXYTRI_MIC_75220,ARYC01007362,ARYC01007362.1,75220
OXYTRI_MIC_75221,ctg7180000075221,OXYTRI_MIC_75221,ARYC01007363,ARYC01007363.1,75221
OXYTRI_MIC_75222,ctg7180000075222,OXYTRI_MIC_75222,ARYC01007364,ARYC01007364.1,75222
OXYTRI_MIC_75223,ctg7180000075223,OXYTRI_MIC_75223,ARYC01007365,ARYC01007365.1,75223
OXYTRI_MIC_75224,ctg7180000075224,OXYTRI_MIC_75224,ARYC01007366,ARYC01007366.1,75224
OXYTRI_MIC_75225,ctg7180000075225,OXYTRI_MIC_75225,ARYC01007367,ARYC01007367.1,75225
OXYTRI_MIC_75226,ctg7180000075226,OXYTRI_MIC_75226,ARYC01007368,ARYC01007368.1,75226
OXYTRI_MIC_75227,ctg7180000075227,OXYTRI_MIC_75227,ARYC01007369,ARYC01007369.1,75227
OXYTRI_MIC_75228,ctg7180000075228,OXYTRI_MIC_75228,ARYC01007370,ARYC01007370.1,75228
OXYTRI_MIC_75229,ctg7180000075229,OXYTRI_MIC_75229,ARYC01007371,ARYC01007371.1,75229
OXYTRI_MIC_75231,ctg7180000075231,OXYTRI_MIC_75231,ARYC01007372,ARYC01007372.1,75231
OXYTRI_MIC_75232,ctg7180000075232,OXYTRI_MIC_75232,ARYC01007373,ARYC01007373.1,75232
OXYTRI_MIC_75233,ctg7180000075233,OXYTRI_MIC_75233,ARYC01007374,ARYC01007374.1,75233
OXYTRI_MIC_75235,ctg7180000075235,OXYTRI_MIC_75235,ARYC01007375,ARYC01007375.1,75235
OXYTRI_MIC_75236,ctg7180000075236,OXYTRI_MIC_75236,ARYC01007376,ARYC01007376.1,75236
OXYTRI_MIC_75238,ctg7180000075238,OXYTRI_MIC_75238,ARYC01007377,ARYC01007377.1,75238
OXYTRI_MIC_75239,ctg7180000075239,OXYTRI_MIC_75239,ARYC01007378,ARYC01007378.1,75239
OXYTRI_MIC_75240,ctg7180000075240,OXYTRI_MIC_75240,ARYC01007379,ARYC01007379.1,75240
OXYTRI_MIC_75241,ctg7180000075241,OXYTRI_MIC_75241,ARYC01007380,ARYC01007380.1,75241
OXYTRI_MIC_75243,ctg7180000075243,OXYTRI_MIC_75243,ARYC01007381,ARYC01007381.1,75243
OXYTRI_MIC_75244,ctg7180000075244,OXYTRI_MIC_75244,ARYC01007382,ARYC01007382.1,75244
OXYTRI_MIC_75247,ctg7180000075247,OXYTRI_MIC_75247,ARYC01007383,ARYC01007383.1,75247
OXYTRI_MIC_75249,ctg7180000075249,OXYTRI_MIC_75249,ARYC01007384,ARYC01007384.1,75249
OXYTRI_MIC_75251,ctg7180000075251,OXYTRI_MIC_75251,ARYC01007385,ARYC01007385.1,75251
OXYTRI_MIC_75253,ctg7180000075253,OXYTRI_MIC_75253,ARYC01007386,ARYC01007386.1,75253
OXYTRI_MIC_75254,ctg7180000075254,OXYTRI_MIC_75254,ARYC01007387,ARYC01007387.1,75254
OXYTRI_MIC_75255,ctg7180000075255,OXYTRI_MIC_75255,ARYC01007388,ARYC01007388.1,75255
OXYTRI_MIC_75256,ctg7180000075256,OXYTRI_MIC_75256,ARYC01007389,ARYC01007389.1,75256
OXYTRI_MIC_75257,ctg7180000075257,OXYTRI_MIC_75257,ARYC01007390,ARYC01007390.1,75257
OXYTRI_MIC_75259,ctg7180000075259,OXYTRI_MIC_75259,ARYC01007391,ARYC01007391.1,75259
OXYTRI_MIC_75260,ctg7180000075260,OXYTRI_MIC_75260,ARYC01007392,ARYC01007392.1,75260
OXYTRI_MIC_75261,ctg7180000075261,OXYTRI_MIC_75261,ARYC01007393,ARYC01007393.1,75261
OXYTRI_MIC_75262,ctg7180000075262,OXYTRI_MIC_75262,ARYC01007394,ARYC01007394.1,75262
OXYTRI_MIC_75263,ctg7180000075263,OXYTRI_MIC_75263,ARYC01007395,ARYC01007395.1,75263
OXYTRI_MIC_75265,ctg7180000075265,OXYTRI_MIC_75265,ARYC01007396,ARYC01007396.1,75265
OXYTRI_MIC_75267,ctg7180000075267,OXYTRI_MIC_75267,ARYC01007397,ARYC01007397.1,75267
OXYTRI_MIC_75268,ctg7180000075268,OXYTRI_MIC_75268,ARYC01007398,ARYC01007398.1,75268
OXYTRI_MIC_75269,ctg7180000075269,OXYTRI_MIC_75269,ARYC01007399,ARYC01007399.1,75269
OXYTRI_MIC_75270,ctg7180000075270,OXYTRI_MIC_75270,ARYC01007400,ARYC01007400.1,75270
OXYTRI_MIC_75271,ctg7180000075271,OXYTRI_MIC_75271,ARYC01007401,ARYC01007401.1,75271
OXYTRI_MIC_75272,ctg7180000075272,OXYTRI_MIC_75272,ARYC01007402,ARYC01007402.1,75272
OXYTRI_MIC_75273,ctg7180000075273,OXYTRI_MIC_75273,ARYC01007403,ARYC01007403.1,75273
OXYTRI_MIC_75274,ctg7180000075274,OXYTRI_MIC_75274,ARYC01007404,ARYC01007404.1,75274
OXYTRI_MIC_75278,ctg7180000075278,OXYTRI_MIC_75278,ARYC01007405,ARYC01007405.1,75278
OXYTRI_MIC_75279,ctg7180000075279,OXYTRI_MIC_75279,ARYC01007406,ARYC01007406.1,75279
OXYTRI_MIC_75280,ctg7180000075280,OXYTRI_MIC_75280,ARYC01007407,ARYC01007407.1,75280
OXYTRI_MIC_75281,ctg7180000075281,OXYTRI_MIC_75281,ARYC01007408,ARYC01007408.1,75281
OXYTRI_MIC_75282,ctg7180000075282,OXYTRI_MIC_75282,ARYC01007409,ARYC01007409.1,75282
OXYTRI_MIC_75283,ctg7180000075283,OXYTRI_MIC_75283,ARYC01007410,ARYC01007410.1,75283
OXYTRI_MIC_75284,ctg7180000075284,OXYTRI_MIC_75284,ARYC01007411,ARYC01007411.1,75284
OXYTRI_MIC_75285,ctg7180000075285,OXYTRI_MIC_75285,ARYC01007412,ARYC01007412.1,75285
OXYTRI_MIC_75286,ctg7180000075286,OXYTRI_MIC_75286,ARYC01007413,ARYC01007413.1,75286
OXYTRI_MIC_75287,ctg7180000075287,OXYTRI_MIC_75287,ARYC01007414,ARYC01007414.1,75287
OXYTRI_MIC_75289,ctg7180000075289,OXYTRI_MIC_75289,ARYC01007415,ARYC01007415.1,75289
OXYTRI_MIC_75290,ctg7180000075290,OXYTRI_MIC_75290,ARYC01007416,ARYC01007416.1,75290
OXYTRI_MIC_75291,ctg7180000075291,OXYTRI_MIC_75291,ARYC01007417,ARYC01007417.1,75291
OXYTRI_MIC_75292,ctg7180000075292,OXYTRI_MIC_75292,ARYC01007418,ARYC01007418.1,75292
OXYTRI_MIC_75293,ctg7180000075293,OXYTRI_MIC_75293,ARYC01007419,ARYC01007419.1,75293
OXYTRI_MIC_75295,ctg7180000075295,OXYTRI_MIC_75295,ARYC01007420,ARYC01007420.1,75295
OXYTRI_MIC_75296,ctg7180000075296,OXYTRI_MIC_75296,ARYC01007421,ARYC01007421.1,75296
OXYTRI_MIC_75297,ctg7180000075297,OXYTRI_MIC_75297,ARYC01007422,ARYC01007422.1,75297
OXYTRI_MIC_75298,ctg7180000075298,OXYTRI_MIC_75298,ARYC01007423,ARYC01007423.1,75298
OXYTRI_MIC_75299,ctg7180000075299,OXYTRI_MIC_75299,ARYC01007424,ARYC01007424.1,75299
OXYTRI_MIC_75300,ctg7180000075300,OXYTRI_MIC_75300,ARYC01007425,ARYC01007425.1,75300
OXYTRI_MIC_75301,ctg7180000075301,OXYTRI_MIC_75301,ARYC01007426,ARYC01007426.1,75301
OXYTRI_MIC_75302,ctg7180000075302,OXYTRI_MIC_75302,ARYC01007427,ARYC01007427.1,75302
OXYTRI_MIC_75303,ctg7180000075303,OXYTRI_MIC_75303,ARYC01007428,ARYC01007428.1,75303
OXYTRI_MIC_75304,ctg7180000075304,OXYTRI_MIC_75304,ARYC01007429,ARYC01007429.1,75304
OXYTRI_MIC_75305,ctg7180000075305,OXYTRI_MIC_75305,ARYC01007430,ARYC01007430.1,75305
OXYTRI_MIC_75306,ctg7180000075306,OXYTRI_MIC_75306,ARYC01007431,ARYC01007431.1,75306
OXYTRI_MIC_75307,ctg7180000075307,OXYTRI_MIC_75307,ARYC01007432,ARYC01007432.1,75307
OXYTRI_MIC_75308,ctg7180000075308,OXYTRI_MIC_75308,ARYC01007433,ARYC01007433.1,75308
OXYTRI_MIC_75309,ctg7180000075309,OXYTRI_MIC_75309,ARYC01007434,ARYC01007434.1,75309
OXYTRI_MIC_75310,ctg7180000075310,OXYTRI_MIC_75310,ARYC01007435,ARYC01007435.1,75310
OXYTRI_MIC_75312,ctg7180000075312,OXYTRI_MIC_75312,ARYC01007436,ARYC01007436.1,75312
OXYTRI_MIC_75313,ctg7180000075313,OXYTRI_MIC_75313,ARYC01007437,ARYC01007437.1,75313
OXYTRI_MIC_75314,ctg7180000075314,OXYTRI_MIC_75314,ARYC01007438,ARYC01007438.1,75314
OXYTRI_MIC_75316,ctg7180000075316,OXYTRI_MIC_75316,ARYC01007439,ARYC01007439.1,75316
OXYTRI_MIC_75318,ctg7180000075318,OXYTRI_MIC_75318,ARYC01007440,ARYC01007440.1,75318
OXYTRI_MIC_75319,ctg7180000075319,OXYTRI_MIC_75319,ARYC01007441,ARYC01007441.1,75319
OXYTRI_MIC_75320,ctg7180000075320,OXYTRI_MIC_75320,ARYC01007442,ARYC01007442.1,75320
OXYTRI_MIC_75321,ctg7180000075321,OXYTRI_MIC_75321,ARYC01007443,ARYC01007443.1,75321
OXYTRI_MIC_75322,ctg7180000075322,OXYTRI_MIC_75322,ARYC01007444,ARYC01007444.1,75322
OXYTRI_MIC_75323,ctg7180000075323,OXYTRI_MIC_75323,ARYC01007445,ARYC01007445.1,75323
OXYTRI_MIC_75326,ctg7180000075326,OXYTRI_MIC_75326,ARYC01007446,ARYC01007446.1,75326
OXYTRI_MIC_75327,ctg7180000075327,OXYTRI_MIC_75327,ARYC01007447,ARYC01007447.1,75327
OXYTRI_MIC_75328,ctg7180000075328,OXYTRI_MIC_75328,ARYC01007448,ARYC01007448.1,75328
OXYTRI_MIC_75329,ctg7180000075329,OXYTRI_MIC_75329,ARYC01007449,ARYC01007449.1,75329
OXYTRI_MIC_75330,ctg7180000075330,OXYTRI_MIC_75330,ARYC01007450,ARYC01007450.1,75330
OXYTRI_MIC_75331,ctg7180000075331,OXYTRI_MIC_75331,ARYC01007451,ARYC01007451.1,75331
OXYTRI_MIC_75332,ctg7180000075332,OXYTRI_MIC_75332,ARYC01007452,ARYC01007452.1,75332
OXYTRI_MIC_75334,ctg7180000075334,OXYTRI_MIC_75334,ARYC01007453,ARYC01007453.1,75334
OXYTRI_MIC_75335,ctg7180000075335,OXYTRI_MIC_75335,ARYC01007454,ARYC01007454.1,75335
OXYTRI_MIC_75336,ctg7180000075336,OXYTRI_MIC_75336,ARYC01007455,ARYC01007455.1,75336
OXYTRI_MIC_75337,ctg7180000075337,OXYTRI_MIC_75337,ARYC01007456,ARYC01007456.1,75337
OXYTRI_MIC_75338,ctg7180000075338,OXYTRI_MIC_75338,ARYC01007457,ARYC01007457.1,75338
OXYTRI_MIC_75339,ctg7180000075339,OXYTRI_MIC_75339,ARYC01007458,ARYC01007458.1,75339
OXYTRI_MIC_75340,ctg7180000075340,OXYTRI_MIC_75340,ARYC01007459,ARYC01007459.1,75340
OXYTRI_MIC_75343,ctg7180000075343,OXYTRI_MIC_75343,ARYC01007460,ARYC01007460.1,75343
OXYTRI_MIC_75344,ctg7180000075344,OXYTRI_MIC_75344,ARYC01007461,ARYC01007461.1,75344
OXYTRI_MIC_75345,ctg7180000075345,OXYTRI_MIC_75345,ARYC01007462,ARYC01007462.1,75345
OXYTRI_MIC_75347,ctg7180000075347,OXYTRI_MIC_75347,ARYC01007463,ARYC01007463.1,75347
OXYTRI_MIC_75348,ctg7180000075348,OXYTRI_MIC_75348,ARYC01007464,ARYC01007464.1,75348
OXYTRI_MIC_75350,ctg7180000075350,OXYTRI_MIC_75350,ARYC01007465,ARYC01007465.1,75350
OXYTRI_MIC_75351,ctg7180000075351,OXYTRI_MIC_75351,ARYC01007466,ARYC01007466.1,75351
OXYTRI_MIC_75353,ctg7180000075353,OXYTRI_MIC_75353,ARYC01007467,ARYC01007467.1,75353
OXYTRI_MIC_75355,ctg7180000075355,OXYTRI_MIC_75355,ARYC01007468,ARYC01007468.1,75355
OXYTRI_MIC_75356,ctg7180000075356,OXYTRI_MIC_75356,ARYC01007469,ARYC01007469.1,75356
OXYTRI_MIC_75358,ctg7180000075358,OXYTRI_MIC_75358,ARYC01007470,ARYC01007470.1,75358
OXYTRI_MIC_75360,ctg7180000075360,OXYTRI_MIC_75360,ARYC01007471,ARYC01007471.1,75360
OXYTRI_MIC_75361,ctg7180000075361,OXYTRI_MIC_75361,ARYC01007472,ARYC01007472.1,75361
OXYTRI_MIC_75362,ctg7180000075362,OXYTRI_MIC_75362,ARYC01007473,ARYC01007473.1,75362
OXYTRI_MIC_75363,ctg7180000075363,OXYTRI_MIC_75363,ARYC01007474,ARYC01007474.1,75363
OXYTRI_MIC_75366,ctg7180000075366,OXYTRI_MIC_75366,ARYC01007475,ARYC01007475.1,75366
OXYTRI_MIC_75367,ctg7180000075367,OXYTRI_MIC_75367,ARYC01007476,ARYC01007476.1,75367
OXYTRI_MIC_75369,ctg7180000075369,OXYTRI_MIC_75369,ARYC01007477,ARYC01007477.1,75369
OXYTRI_MIC_75370,ctg7180000075370,OXYTRI_MIC_75370,ARYC01007478,ARYC01007478.1,75370
OXYTRI_MIC_75371,ctg7180000075371,OXYTRI_MIC_75371,ARYC01007479,ARYC01007479.1,75371
OXYTRI_MIC_75372,ctg7180000075372,OXYTRI_MIC_75372,ARYC01007480,ARYC01007480.1,75372
OXYTRI_MIC_75373,ctg7180000075373,OXYTRI_MIC_75373,ARYC01007481,ARYC01007481.1,75373
OXYTRI_MIC_75374,ctg7180000075374,OXYTRI_MIC_75374,ARYC01007482,ARYC01007482.1,75374
OXYTRI_MIC_75376,ctg7180000075376,OXYTRI_MIC_75376,ARYC01007483,ARYC01007483.1,75376
OXYTRI_MIC_75377,ctg7180000075377,OXYTRI_MIC_75377,ARYC01007484,ARYC01007484.1,75377
OXYTRI_MIC_75378,ctg7180000075378,OXYTRI_MIC_75378,ARYC01007485,ARYC01007485.1,75378
OXYTRI_MIC_75379,ctg7180000075379,OXYTRI_MIC_75379,ARYC01007486,ARYC01007486.1,75379
OXYTRI_MIC_75380,ctg7180000075380,OXYTRI_MIC_75380,ARYC01007487,ARYC01007487.1,75380
OXYTRI_MIC_75381,ctg7180000075381,OXYTRI_MIC_75381,ARYC01007488,ARYC01007488.1,75381
OXYTRI_MIC_75382,ctg7180000075382,OXYTRI_MIC_75382,ARYC01007489,ARYC01007489.1,75382
OXYTRI_MIC_75384,ctg7180000075384,OXYTRI_MIC_75384,ARYC01007490,ARYC01007490.1,75384
OXYTRI_MIC_75385,ctg7180000075385,OXYTRI_MIC_75385,ARYC01007491,ARYC01007491.1,75385
OXYTRI_MIC_75387,ctg7180000075387,OXYTRI_MIC_75387,ARYC01007492,ARYC01007492.1,75387
OXYTRI_MIC_75388,ctg7180000075388,OXYTRI_MIC_75388,ARYC01007493,ARYC01007493.1,75388
OXYTRI_MIC_75389,ctg7180000075389,OXYTRI_MIC_75389,ARYC01007494,ARYC01007494.1,75389
OXYTRI_MIC_75390,ctg7180000075390,OXYTRI_MIC_75390,ARYC01007495,ARYC01007495.1,75390
OXYTRI_MIC_75391,ctg7180000075391,OXYTRI_MIC_75391,ARYC01007496,ARYC01007496.1,75391
OXYTRI_MIC_75392,ctg7180000075392,OXYTRI_MIC_75392,ARYC01007497,ARYC01007497.1,75392
OXYTRI_MIC_75393,ctg7180000075393,OXYTRI_MIC_75393,ARYC01007498,ARYC01007498.1,75393
OXYTRI_MIC_75394,ctg7180000075394,OXYTRI_MIC_75394,ARYC01007499,ARYC01007499.1,75394
OXYTRI_MIC_75395,ctg7180000075395,OXYTRI_MIC_75395,ARYC01007500,ARYC01007500.1,75395
OXYTRI_MIC_75396,ctg7180000075396,OXYTRI_MIC_75396,ARYC01007501,ARYC01007501.1,75396
OXYTRI_MIC_75398,ctg7180000075398,OXYTRI_MIC_75398,ARYC01007502,ARYC01007502.1,75398
OXYTRI_MIC_75399,ctg7180000075399,OXYTRI_MIC_75399,ARYC01007503,ARYC01007503.1,75399
OXYTRI_MIC_75401,ctg7180000075401,OXYTRI_MIC_75401,ARYC01007504,ARYC01007504.1,75401
OXYTRI_MIC_75402,ctg7180000075402,OXYTRI_MIC_75402,ARYC01007505,ARYC01007505.1,75402
OXYTRI_MIC_75403,ctg7180000075403,OXYTRI_MIC_75403,ARYC01007506,ARYC01007506.1,75403
OXYTRI_MIC_75404,ctg7180000075404,OXYTRI_MIC_75404,ARYC01007507,ARYC01007507.1,75404
OXYTRI_MIC_75405,ctg7180000075405,OXYTRI_MIC_75405,ARYC01007508,ARYC01007508.1,75405
OXYTRI_MIC_75406,ctg7180000075406,OXYTRI_MIC_75406,ARYC01007509,ARYC01007509.1,75406
OXYTRI_MIC_75407,ctg7180000075407,OXYTRI_MIC_75407,ARYC01007510,ARYC01007510.1,75407
OXYTRI_MIC_75408,ctg7180000075408,OXYTRI_MIC_75408,ARYC01007511,ARYC01007511.1,75408
OXYTRI_MIC_75409,ctg7180000075409,OXYTRI_MIC_75409,ARYC01007512,ARYC01007512.1,75409
OXYTRI_MIC_75411,ctg7180000075411,OXYTRI_MIC_75411,ARYC01007513,ARYC01007513.1,75411
OXYTRI_MIC_75412,ctg7180000075412,OXYTRI_MIC_75412,ARYC01007514,ARYC01007514.1,75412
OXYTRI_MIC_75414,ctg7180000075414,OXYTRI_MIC_75414,ARYC01007515,ARYC01007515.1,75414
OXYTRI_MIC_75415,ctg7180000075415,OXYTRI_MIC_75415,ARYC01007516,ARYC01007516.1,75415
OXYTRI_MIC_75416,ctg7180000075416,OXYTRI_MIC_75416,ARYC01007517,ARYC01007517.1,75416
OXYTRI_MIC_75417,ctg7180000075417,OXYTRI_MIC_75417,ARYC01007518,ARYC01007518.1,75417
OXYTRI_MIC_75418,ctg7180000075418,OXYTRI_MIC_75418,ARYC01007519,ARYC01007519.1,75418
OXYTRI_MIC_75419,ctg7180000075419,OXYTRI_MIC_75419,ARYC01007520,ARYC01007520.1,75419
OXYTRI_MIC_75421,ctg7180000075421,OXYTRI_MIC_75421,ARYC01007521,ARYC01007521.1,75421
OXYTRI_MIC_75422,ctg7180000075422,OXYTRI_MIC_75422,ARYC01007522,ARYC01007522.1,75422
OXYTRI_MIC_75423,ctg7180000075423,OXYTRI_MIC_75423,ARYC01007523,ARYC01007523.1,75423
OXYTRI_MIC_75424,ctg7180000075424,OXYTRI_MIC_75424,ARYC01007524,ARYC01007524.1,75424
OXYTRI_MIC_75425,ctg7180000075425,OXYTRI_MIC_75425,ARYC01007525,ARYC01007525.1,75425
OXYTRI_MIC_75426,ctg7180000075426,OXYTRI_MIC_75426,ARYC01007526,ARYC01007526.1,75426
OXYTRI_MIC_75427,ctg7180000075427,OXYTRI_MIC_75427,ARYC01007527,ARYC01007527.1,75427
OXYTRI_MIC_75428,ctg7180000075428,OXYTRI_MIC_75428,ARYC01007528,ARYC01007528.1,75428
OXYTRI_MIC_75429,ctg7180000075429,OXYTRI_MIC_75429,ARYC01007529,ARYC01007529.1,75429
OXYTRI_MIC_75431,ctg7180000075431,OXYTRI_MIC_75431,ARYC01007530,ARYC01007530.1,75431
OXYTRI_MIC_75432,ctg7180000075432,OXYTRI_MIC_75432,ARYC01007531,ARYC01007531.1,75432
OXYTRI_MIC_75433,ctg7180000075433,OXYTRI_MIC_75433,ARYC01007532,ARYC01007532.1,75433
OXYTRI_MIC_75434,ctg7180000075434,OXYTRI_MIC_75434,ARYC01007533,ARYC01007533.1,75434
OXYTRI_MIC_75435,ctg7180000075435,OXYTRI_MIC_75435,ARYC01007534,ARYC01007534.1,75435
OXYTRI_MIC_75436,ctg7180000075436,OXYTRI_MIC_75436,ARYC01007535,ARYC01007535.1,75436
OXYTRI_MIC_75437,ctg7180000075437,OXYTRI_MIC_75437,ARYC01007536,ARYC01007536.1,75437
OXYTRI_MIC_75438,ctg7180000075438,OXYTRI_MIC_75438,ARYC01007537,ARYC01007537.1,75438
OXYTRI_MIC_75439,ctg7180000075439,OXYTRI_MIC_75439,ARYC01007538,ARYC01007538.1,75439
OXYTRI_MIC_75440,ctg7180000075440,OXYTRI_MIC_75440,ARYC01007539,ARYC01007539.1,75440
OXYTRI_MIC_75441,ctg7180000075441,OXYTRI_MIC_75441,ARYC01007540,ARYC01007540.1,75441
OXYTRI_MIC_75442,ctg7180000075442,OXYTRI_MIC_75442,ARYC01007541,ARYC01007541.1,75442
OXYTRI_MIC_75443,ctg7180000075443,OXYTRI_MIC_75443,ARYC01007542,ARYC01007542.1,75443
OXYTRI_MIC_75444,ctg7180000075444,OXYTRI_MIC_75444,ARYC01007543,ARYC01007543.1,75444
OXYTRI_MIC_75445,ctg7180000075445,OXYTRI_MIC_75445,ARYC01007544,ARYC01007544.1,75445
OXYTRI_MIC_75446,ctg7180000075446,OXYTRI_MIC_75446,ARYC01007545,ARYC01007545.1,75446
OXYTRI_MIC_75447,ctg7180000075447,OXYTRI_MIC_75447,ARYC01007546,ARYC01007546.1,75447
OXYTRI_MIC_75448,ctg7180000075448,OXYTRI_MIC_75448,ARYC01007547,ARYC01007547.1,75448
OXYTRI_MIC_75449,ctg7180000075449,OXYTRI_MIC_75449,ARYC01007548,ARYC01007548.1,75449
OXYTRI_MIC_75450,ctg7180000075450,OXYTRI_MIC_75450,ARYC01007549,ARYC01007549.1,75450
OXYTRI_MIC_75451,ctg7180000075451,OXYTRI_MIC_75451,ARYC01007550,ARYC01007550.1,75451
OXYTRI_MIC_75452,ctg7180000075452,OXYTRI_MIC_75452,ARYC01007551,ARYC01007551.1,75452
OXYTRI_MIC_75453,ctg7180000075453,OXYTRI_MIC_75453,ARYC01007552,ARYC01007552.1,75453
OXYTRI_MIC_75454,ctg7180000075454,OXYTRI_MIC_75454,ARYC01007553,ARYC01007553.1,75454
OXYTRI_MIC_75455,ctg7180000075455,OXYTRI_MIC_75455,ARYC01007554,ARYC01007554.1,75455
OXYTRI_MIC_75456,ctg7180000075456,OXYTRI_MIC_75456,ARYC01007555,ARYC01007555.1,75456
OXYTRI_MIC_75457,ctg7180000075457,OXYTRI_MIC_75457,ARYC01007556,ARYC01007556.1,75457
OXYTRI_MIC_75458,ctg7180000075458,OXYTRI_MIC_75458,ARYC01007557,ARYC01007557.1,75458
OXYTRI_MIC_75459,ctg7180000075459,OXYTRI_MIC_75459,ARYC01007558,ARYC01007558.1,75459
OXYTRI_MIC_75460,ctg7180000075460,OXYTRI_MIC_75460,ARYC01007559,ARYC01007559.1,75460
OXYTRI_MIC_75461,ctg7180000075461,OXYTRI_MIC_75461,ARYC01007560,ARYC01007560.1,75461
OXYTRI_MIC_75462,ctg7180000075462,OXYTRI_MIC_75462,ARYC01007561,ARYC01007561.1,75462
OXYTRI_MIC_75463,ctg7180000075463,OXYTRI_MIC_75463,ARYC01007562,ARYC01007562.1,75463
OXYTRI_MIC_75464,ctg7180000075464,OXYTRI_MIC_75464,ARYC01007563,ARYC01007563.1,75464
OXYTRI_MIC_75465,ctg7180000075465,OXYTRI_MIC_75465,ARYC01007564,ARYC01007564.1,75465
OXYTRI_MIC_75466,ctg7180000075466,OXYTRI_MIC_75466,ARYC01007565,ARYC01007565.1,75466
OXYTRI_MIC_75468,ctg7180000075468,OXYTRI_MIC_75468,ARYC01007566,ARYC01007566.1,75468
OXYTRI_MIC_75469,ctg7180000075469,OXYTRI_MIC_75469,ARYC01007567,ARYC01007567.1,75469
OXYTRI_MIC_75470,ctg7180000075470,OXYTRI_MIC_75470,ARYC01007568,ARYC01007568.1,75470
OXYTRI_MIC_75471,ctg7180000075471,OXYTRI_MIC_75471,ARYC01007569,ARYC01007569.1,75471
OXYTRI_MIC_75472,ctg7180000075472,OXYTRI_MIC_75472,ARYC01007570,ARYC01007570.1,75472
OXYTRI_MIC_75473,ctg7180000075473,OXYTRI_MIC_75473,ARYC01007571,ARYC01007571.1,75473
OXYTRI_MIC_75474,ctg7180000075474,OXYTRI_MIC_75474,ARYC01007572,ARYC01007572.1,75474
OXYTRI_MIC_75475,ctg7180000075475,OXYTRI_MIC_75475,ARYC01007573,ARYC01007573.1,75475
OXYTRI_MIC_75476,ctg7180000075476,OXYTRI_MIC_75476,ARYC01007574,ARYC01007574.1,75476
OXYTRI_MIC_75477,ctg7180000075477,OXYTRI_MIC_75477,ARYC01007575,ARYC01007575.1,75477
OXYTRI_MIC_75478,ctg7180000075478,OXYTRI_MIC_75478,ARYC01007576,ARYC01007576.1,75478
OXYTRI_MIC_75480,ctg7180000075480,OXYTRI_MIC_75480,ARYC01007577,ARYC01007577.1,75480
OXYTRI_MIC_75481,ctg7180000075481,OXYTRI_MIC_75481,ARYC01007578,ARYC01007578.1,75481
OXYTRI_MIC_75482,ctg7180000075482,OXYTRI_MIC_75482,ARYC01007579,ARYC01007579.1,75482
OXYTRI_MIC_75483,ctg7180000075483,OXYTRI_MIC_75483,ARYC01007580,ARYC01007580.1,75483
OXYTRI_MIC_75484,ctg7180000075484,OXYTRI_MIC_75484,ARYC01007581,ARYC01007581.1,75484
OXYTRI_MIC_75485,ctg7180000075485,OXYTRI_MIC_75485,ARYC01007582,ARYC01007582.1,75485
OXYTRI_MIC_75486,ctg7180000075486,OXYTRI_MIC_75486,ARYC01007583,ARYC01007583.1,75486
